Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Count_Change
529000	1.7600	0.2438	0.4816	0.2167	0.2368	0.2226	0.3586	0.9254	0.8493	0.9310	0.9229	0.9301	0.8845	0.463220	0.489532	0.475792	0.470236	0.465194	0.462402	431
530000	1.7600	0.2437	0.4820	0.2166	0.2366	0.2225	0.3587	0.9254	0.8492	0.9310	0.9229	0.9302	0.8845	0.463168	0.489626	0.475780	0.470217	0.465192	0.462426	448
531000	1.7601	0.2437	0.4824	0.2165	0.2365	0.2223	0.3587	0.9254	0.8491	0.9310	0.9230	0.9302	0.8845	0.463138	0.489788	0.475758	0.470231	0.465270	0.462448	459
532000	1.7601	0.2436	0.4827	0.2165	0.2363	0.2222	0.3588	0.9255	0.8490	0.9310	0.9231	0.9303	0.8844	0.463093	0.489942	0.475724	0.470230	0.465345	0.462458	426
533000	1.7601	0.2435	0.4830	0.2165	0.2361	0.2222	0.3589	0.9255	0.8490	0.9310	0.9231	0.9303	0.8844	0.463051	0.490095	0.475696	0.470241	0.465427	0.462472	404
534000	1.7601	0.2435	0.4832	0.2165	0.2360	0.2221	0.3589	0.9255	0.8489	0.9310	0.9231	0.9303	0.8844	0.463005	0.490243	0.475662	0.470256	0.465508	0.462481	414
535000	1.7601	0.2435	0.4833	0.2165	0.2359	0.2221	0.3588	0.9255	0.8490	0.9310	0.9232	0.9303	0.8844	0.462962	0.490403	0.475639	0.470383	0.465597	0.462518	330
536000	1.7601	0.2435	0.4835	0.2165	0.2358	0.2220	0.3588	0.9255	0.8489	0.9310	0.9233	0.9303	0.8844	0.462918	0.490514	0.475669	0.470478	0.465692	0.462531	421
537000	1.7600	0.2435	0.4838	0.2163	0.2355	0.2220	0.3588	0.9255	0.8488	0.9311	0.9234	0.9303	0.8844	0.462851	0.490609	0.475682	0.470556	0.465767	0.462545	419
538000	1.7599	0.2435	0.4841	0.2162	0.2353	0.2219	0.3589	0.9255	0.8488	0.9311	0.9234	0.9304	0.8844	0.462779	0.490697	0.475700	0.470639	0.465840	0.462565	382
539000	1.7599	0.2434	0.4843	0.2162	0.2353	0.2218	0.3588	0.9255	0.8487	0.9311	0.9234	0.9304	0.8844	0.462712	0.490795	0.475727	0.470725	0.465915	0.462594	360
540000	1.7599	0.2435	0.4844	0.2162	0.2352	0.2218	0.3587	0.9254	0.8487	0.9311	0.9234	0.9304	0.8845	0.462644	0.490887	0.475740	0.470811	0.465978	0.462624	366
541000	1.7599	0.2438	0.4846	0.2161	0.2351	0.2217	0.3586	0.9253	0.8487	0.9311	0.9235	0.9304	0.8845	0.462599	0.490957	0.475761	0.470853	0.465989	0.462627	387
542000	1.7600	0.2442	0.4847	0.2161	0.2350	0.2216	0.3584	0.9252	0.8487	0.9311	0.9235	0.9305	0.8846	0.462536	0.491013	0.475771	0.470874	0.465981	0.462620	337
543000	1.7599	0.2445	0.4848	0.2160	0.2348	0.2215	0.3583	0.9251	0.8487	0.9312	0.9236	0.9305	0.8847	0.462473	0.491078	0.475771	0.470896	0.465987	0.462622	366
544000	1.7599	0.2448	0.4849	0.2158	0.2347	0.2214	0.3582	0.9250	0.8487	0.9313	0.9236	0.9306	0.8847	0.462412	0.491150	0.475782	0.470925	0.465996	0.462628	385
545000	1.7599	0.2450	0.4850	0.2157	0.2345	0.2213	0.3583	0.9249	0.8486	0.9313	0.9236	0.9306	0.8847	0.462338	0.491212	0.475763	0.470958	0.465995	0.462625	347
546000	1.7599	0.2453	0.4851	0.2155	0.2344	0.2213	0.3582	0.9247	0.8487	0.9314	0.9237	0.9306	0.8848	0.462298	0.491325	0.475776	0.470963	0.466066	0.462645	377
547000	1.7599	0.2458	0.4851	0.2154	0.2343	0.2213	0.3581	0.9246	0.8487	0.9314	0.9237	0.9306	0.8848	0.462228	0.491428	0.475773	0.470956	0.466130	0.462659	340
548000	1.7598	0.2460	0.4850	0.2153	0.2341	0.2213	0.3581	0.9245	0.8488	0.9314	0.9237	0.9306	0.8848	0.462155	0.491531	0.475761	0.470952	0.466187	0.462678	280
549000	1.7597	0.2462	0.4849	0.2153	0.2341	0.2213	0.3580	0.9245	0.8489	0.9314	0.9238	0.9305	0.8849	0.462079	0.491628	0.475741	0.470942	0.466240	0.462698	274
550000	1.7597	0.2463	0.4847	0.2153	0.2340	0.2214	0.3579	0.9244	0.8489	0.9314	0.9238	0.9305	0.8849	0.462001	0.491732	0.475735	0.470939	0.466300	0.462723	271
551000	1.7597	0.2468	0.4846	0.2152	0.2340	0.2214	0.3577	0.9242	0.8490	0.9314	0.9238	0.9305	0.8851	0.461963	0.491870	0.475750	0.470924	0.466373	0.462756	318
552000	1.7596	0.2473	0.4845	0.2152	0.2339	0.2213	0.3574	0.9240	0.8491	0.9315	0.9238	0.9306	0.8852	0.461910	0.492001	0.475762	0.470906	0.466422	0.462778	303
553000	1.7596	0.2478	0.4844	0.2151	0.2339	0.2213	0.3572	0.9239	0.8491	0.9314	0.9238	0.9306	0.8853	0.461853	0.492127	0.475769	0.470886	0.466466	0.462803	281
554000	1.7594	0.2481	0.4842	0.2152	0.2337	0.2212	0.3570	0.9237	0.8492	0.9315	0.9239	0.9307	0.8854	0.461809	0.492267	0.475791	0.470883	0.466535	0.462840	317
555000	1.7595	0.2485	0.4843	0.2151	0.2336	0.2211	0.3568	0.9236	0.8492	0.9315	0.9239	0.9307	0.8854	0.461767	0.492413	0.475824	0.470864	0.466604	0.462884	306
556000	1.7596	0.2491	0.4842	0.2151	0.2335	0.2210	0.3566	0.9233	0.8493	0.9314	0.9240	0.9307	0.8855	0.461730	0.492566	0.475872	0.470860	0.466670	0.462932	281
557000	1.7597	0.2495	0.4842	0.2151	0.2334	0.2210	0.3564	0.9232	0.8493	0.9314	0.9240	0.9307	0.8856	0.461669	0.492705	0.475909	0.470841	0.466710	0.462954	282
558000	1.7597	0.2498	0.4842	0.2151	0.2333	0.2210	0.3562	0.9231	0.8493	0.9314	0.9240	0.9307	0.8856	0.461605	0.492846	0.475946	0.470823	0.466751	0.462953	232
559000	1.7597	0.2501	0.4842	0.2151	0.2332	0.2211	0.3561	0.9230	0.8493	0.9314	0.9241	0.9307	0.8856	0.461542	0.492986	0.475985	0.470807	0.466801	0.462979	241
560000	1.7598	0.2503	0.4841	0.2151	0.2332	0.2210	0.3560	0.9230	0.8494	0.9314	0.9241	0.9307	0.8856	0.461474	0.493125	0.476030	0.470846	0.466845	0.462991	230
561000	1.7598	0.2507	0.4840	0.2151	0.2331	0.2210	0.3559	0.9228	0.8495	0.9314	0.9241	0.9307	0.8857	0.461435	0.493261	0.476064	0.470828	0.466896	0.463019	246
562000	1.7597	0.2511	0.4838	0.2151	0.2331	0.2210	0.3557	0.9226	0.8496	0.9314	0.9242	0.9307	0.8857	0.461368	0.493376	0.476063	0.470793	0.466932	0.463032	255
563000	1.7597	0.2515	0.4836	0.2149	0.2331	0.2210	0.3556	0.9225	0.8497	0.9315	0.9241	0.9307	0.8858	0.461302	0.493490	0.476069	0.470755	0.466969	0.463043	267
564000	1.7597	0.2519	0.4835	0.2148	0.2331	0.2209	0.3555	0.9223	0.8497	0.9315	0.9241	0.9307	0.8858	0.461231	0.493596	0.476081	0.470715	0.467006	0.463047	286
565000	1.7597	0.2523	0.4833	0.2148	0.2331	0.2209	0.3554	0.9222	0.8498	0.9315	0.9241	0.9307	0.8858	0.461160	0.493703	0.476094	0.470679	0.467040	0.463045	266
566000	1.7597	0.2528	0.4830	0.2147	0.2331	0.2208	0.3552	0.9220	0.8500	0.9316	0.9241	0.9308	0.8859	0.461102	0.493771	0.476085	0.470649	0.467044	0.463043	204
567000	1.7597	0.2533	0.4828	0.2146	0.2331	0.2207	0.3551	0.9218	0.8500	0.9316	0.9241	0.9308	0.8859	0.461020	0.493841	0.476077	0.470621	0.467047	0.463051	232
568000	1.7597	0.2537	0.4827	0.2145	0.2331	0.2206	0.3550	0.9217	0.8501	0.9316	0.9241	0.9308	0.8860	0.460935	0.493906	0.476069	0.470589	0.467049	0.463056	259
569000	1.7596	0.2540	0.4825	0.2144	0.2331	0.2205	0.3550	0.9216	0.8501	0.9316	0.9241	0.9308	0.8860	0.460850	0.493965	0.476056	0.470554	0.467058	0.463053	265
570000	1.7596	0.2543	0.4824	0.2143	0.2332	0.2204	0.3549	0.9215	0.8502	0.9316	0.9241	0.9309	0.8860	0.460766	0.494024	0.476047	0.470525	0.467071	0.463049	254
571000	1.7596	0.2549	0.4821	0.2143	0.2331	0.2203	0.3548	0.9213	0.8503	0.9317	0.9241	0.9309	0.8860	0.460708	0.494146	0.476063	0.470555	0.467113	0.463048	222
572000	1.7597	0.2553	0.4819	0.2142	0.2331	0.2203	0.3549	0.9212	0.8504	0.9317	0.9241	0.9309	0.8860	0.460631	0.494252	0.476068	0.470577	0.467142	0.463040	275
573000	1.7597	0.2556	0.4818	0.2141	0.2330	0.2202	0.3551	0.9210	0.8505	0.9317	0.9242	0.9310	0.8859	0.460551	0.494360	0.476075	0.470603	0.467176	0.463037	300
574000	1.7597	0.2560	0.4817	0.2139	0.2329	0.2201	0.3551	0.9209	0.8505	0.9318	0.9242	0.9310	0.8859	0.460479	0.494463	0.476082	0.470619	0.467206	0.463038	335
575000	1.7598	0.2564	0.4817	0.2138	0.2328	0.2200	0.3551	0.9208	0.8505	0.9318	0.9243	0.9310	0.8859	0.460406	0.494565	0.476091	0.470629	0.467243	0.463038	304
576000	1.7598	0.2569	0.4816	0.2137	0.2327	0.2200	0.3550	0.9205	0.8506	0.9318	0.9243	0.9310	0.8860	0.460325	0.494697	0.476086	0.470642	0.467300	0.463083	268
577000	1.7598	0.2575	0.4813	0.2137	0.2326	0.2198	0.3549	0.9204	0.8507	0.9319	0.9243	0.9311	0.8860	0.460226	0.494815	0.476075	0.470649	0.467340	0.463124	243
578000	1.7598	0.2579	0.4812	0.2136	0.2326	0.2197	0.3548	0.9202	0.8508	0.9319	0.9243	0.9311	0.8860	0.460116	0.494922	0.476065	0.470647	0.467372	0.463156	279
579000	1.7599	0.2583	0.4811	0.2136	0.2325	0.2196	0.3548	0.9201	0.8508	0.9319	0.9244	0.9312	0.8860	0.460012	0.495034	0.476057	0.470649	0.467403	0.463189	302
580000	1.7598	0.2587	0.4810	0.2136	0.2324	0.2195	0.3548	0.9200	0.8509	0.9319	0.9244	0.9312	0.8860	0.459908	0.495144	0.476036	0.470652	0.467440	0.463227	281
581000	1.7598	0.2593	0.4808	0.2135	0.2323	0.2193	0.3546	0.9196	0.8510	0.9320	0.9244	0.9313	0.8861	0.459844	0.495295	0.476047	0.470669	0.467451	0.463255	325
582000	1.7598	0.2601	0.4806	0.2134	0.2322	0.2192	0.3544	0.9194	0.8510	0.9320	0.9245	0.9313	0.8862	0.459764	0.495435	0.476041	0.470681	0.467459	0.463281	310
583000	1.7597	0.2607	0.4804	0.2132	0.2321	0.2192	0.3542	0.9192	0.8511	0.9321	0.9245	0.9313	0.8863	0.459675	0.495563	0.476050	0.470692	0.467460	0.463298	292
584000	1.7597	0.2612	0.4803	0.2132	0.2319	0.2191	0.3540	0.9190	0.8511	0.9321	0.9245	0.9313	0.8863	0.459587	0.495697	0.476041	0.470700	0.467461	0.463316	305
585000	1.7597	0.2617	0.4801	0.2131	0.2318	0.2190	0.3540	0.9188	0.8512	0.9322	0.9246	0.9314	0.8864	0.459500	0.495831	0.476038	0.470715	0.467463	0.463340	287
586000	1.7597	0.2623	0.4799	0.2129	0.2317	0.2189	0.3539	0.9186	0.8513	0.9322	0.9246	0.9314	0.8864	0.459421	0.495983	0.476027	0.470734	0.467484	0.463376	268
587000	1.7596	0.2628	0.4798	0.2128	0.2317	0.2187	0.3540	0.9185	0.8514	0.9322	0.9247	0.9315	0.8864	0.459320	0.496122	0.476004	0.470744	0.467488	0.463401	296
588000	1.7596	0.2633	0.4797	0.2127	0.2315	0.2185	0.3539	0.9183	0.8514	0.9323	0.9248	0.9315	0.8865	0.459225	0.496273	0.475991	0.470759	0.467495	0.463433	306
589000	1.7595	0.2637	0.4795	0.2125	0.2315	0.2184	0.3539	0.9182	0.8515	0.9323	0.9249	0.9315	0.8865	0.459134	0.496426	0.475981	0.470779	0.467510	0.463461	271
590000	1.7595	0.2641	0.4793	0.2124	0.2314	0.2183	0.3539	0.9180	0.8516	0.9324	0.9249	0.9316	0.8865	0.459041	0.496584	0.475977	0.470804	0.467525	0.463504	252
591000	1.7594	0.2645	0.4791	0.2123	0.2314	0.2182	0.3540	0.9179	0.8517	0.9324	0.9249	0.9316	0.8866	0.458941	0.496730	0.475994	0.470837	0.467528	0.463530	255
592000	1.7593	0.2648	0.4789	0.2122	0.2313	0.2182	0.3540	0.9178	0.8517	0.9324	0.9250	0.9316	0.8866	0.458827	0.496855	0.475985	0.470856	0.467516	0.463548	257
593000	1.7594	0.2651	0.4789	0.2121	0.2312	0.2182	0.3539	0.9177	0.8518	0.9325	0.9250	0.9315	0.8867	0.458709	0.496990	0.475991	0.470889	0.467512	0.463580	273
594000	1.7594	0.2654	0.4788	0.2120	0.2311	0.2183	0.3539	0.9176	0.8518	0.9325	0.9251	0.9315	0.8867	0.458584	0.497109	0.476001	0.470911	0.467496	0.463597	278
595000	1.7593	0.2656	0.4787	0.2119	0.2310	0.2184	0.3539	0.9175	0.8519	0.9326	0.9251	0.9315	0.8867	0.458457	0.497222	0.476026	0.470928	0.467477	0.463619	283
596000	1.7594	0.2660	0.4786	0.2117	0.2309	0.2183	0.3539	0.9173	0.8519	0.9326	0.9251	0.9315	0.8868	0.458383	0.497379	0.476061	0.470968	0.467578	0.463642	255
597000	1.7594	0.2664	0.4784	0.2116	0.2308	0.2184	0.3538	0.9172	0.8520	0.9327	0.9251	0.9315	0.8868	0.458300	0.497525	0.476094	0.471006	0.467674	0.463661	230
598000	1.7594	0.2667	0.4783	0.2115	0.2307	0.2184	0.3538	0.9171	0.8520	0.9327	0.9252	0.9314	0.8869	0.458212	0.497670	0.476123	0.471047	0.467766	0.463679	261
599000	1.7594	0.2670	0.4781	0.2114	0.2307	0.2185	0.3537	0.9170	0.8521	0.9328	0.9252	0.9314	0.8870	0.458126	0.497809	0.476147	0.471078	0.467859	0.463696	239
600000	1.7594	0.2673	0.4780	0.2112	0.2307	0.2185	0.3537	0.9169	0.8522	0.9328	0.9252	0.9314	0.8870	0.458042	0.497957	0.476185	0.471120	0.467959	0.463715	249
601000	1.7593	0.2677	0.4777	0.2110	0.2306	0.2186	0.3536	0.9167	0.8523	0.9329	0.9252	0.9314	0.8871	0.457991	0.498145	0.476184	0.471145	0.468089	0.463721	210
602000	1.7593	0.2681	0.4775	0.2109	0.2306	0.2186	0.3535	0.9166	0.8524	0.9329	0.9252	0.9313	0.8871	0.457925	0.498313	0.476164	0.471155	0.468178	0.463713	226
603000	1.7592	0.2685	0.4772	0.2108	0.2306	0.2187	0.3535	0.9164	0.8525	0.9330	0.9252	0.9313	0.8871	0.457859	0.498473	0.476156	0.471164	0.468257	0.463706	269
604000	1.7592	0.2688	0.4771	0.2106	0.2306	0.2187	0.3534	0.9163	0.8526	0.9331	0.9252	0.9313	0.8871	0.457790	0.498625	0.476136	0.471170	0.468345	0.463696	280
605000	1.7592	0.2690	0.4769	0.2106	0.2306	0.2188	0.3535	0.9163	0.8527	0.9331	0.9252	0.9313	0.8871	0.457726	0.498784	0.476123	0.471183	0.468449	0.463688	267
606000	1.7593	0.2693	0.4766	0.2104	0.2306	0.2188	0.3535	0.9161	0.8528	0.9331	0.9252	0.9313	0.8871	0.457675	0.498943	0.476119	0.471220	0.468506	0.463720	220
607000	1.7592	0.2696	0.4764	0.2103	0.2305	0.2188	0.3535	0.9160	0.8529	0.9332	0.9252	0.9312	0.8871	0.457616	0.499100	0.476105	0.471256	0.468562	0.463750	281
608000	1.7591	0.2699	0.4762	0.2102	0.2305	0.2189	0.3534	0.9159	0.8529	0.9332	0.9252	0.9312	0.8871	0.457549	0.499241	0.476087	0.471284	0.468609	0.463769	264
609000	1.7592	0.2702	0.4760	0.2102	0.2304	0.2191	0.3532	0.9158	0.8530	0.9332	0.9252	0.9312	0.8872	0.457480	0.499383	0.476066	0.471314	0.468661	0.463791	273
610000	1.7592	0.2706	0.4759	0.2101	0.2304	0.2191	0.3532	0.9157	0.8531	0.9333	0.9252	0.9312	0.8872	0.457410	0.499518	0.476047	0.471340	0.468723	0.463813	250
611000	1.7592	0.2710	0.4756	0.2100	0.2304	0.2191	0.3531	0.9155	0.8531	0.9333	0.9252	0.9312	0.8872	0.457336	0.499616	0.476037	0.471394	0.468766	0.463853	251
612000	1.7593	0.2714	0.4755	0.2099	0.2304	0.2192	0.3528	0.9153	0.8532	0.9333	0.9252	0.9311	0.8873	0.457250	0.499693	0.476004	0.471432	0.468787	0.463881	269
613000	1.7594	0.2718	0.4754	0.2098	0.2305	0.2192	0.3527	0.9152	0.8532	0.9333	0.9252	0.9311	0.8873	0.457166	0.499770	0.475973	0.471468	0.468813	0.463914	234
614000	1.7594	0.2721	0.4753	0.2097	0.2305	0.2193	0.3526	0.9151	0.8532	0.9334	0.9252	0.9311	0.8874	0.457082	0.499845	0.475944	0.471503	0.468836	0.463941	249
615000	1.7594	0.2724	0.4752	0.2095	0.2305	0.2194	0.3523	0.9150	0.8533	0.9334	0.9252	0.9310	0.8875	0.456989	0.499907	0.475904	0.471529	0.468849	0.463971	265
616000	1.7594	0.2728	0.4750	0.2094	0.2305	0.2195	0.3522	0.9149	0.8533	0.9335	0.9252	0.9310	0.8875	0.456908	0.500002	0.475854	0.471524	0.468886	0.464005	264
617000	1.7594	0.2732	0.4749	0.2093	0.2305	0.2196	0.3519	0.9147	0.8534	0.9335	0.9252	0.9310	0.8876	0.456820	0.500090	0.475785	0.471521	0.468922	0.464039	246
618000	1.7593	0.2735	0.4747	0.2092	0.2305	0.2199	0.3517	0.9146	0.8535	0.9335	0.9252	0.9311	0.8876	0.456727	0.500161	0.475710	0.471517	0.468947	0.464062	237
619000	1.7593	0.2737	0.4744	0.2091	0.2305	0.2200	0.3515	0.9146	0.8536	0.9335	0.9252	0.9310	0.8877	0.456634	0.500240	0.475636	0.471518	0.468976	0.464085	244
620000	1.7592	0.2740	0.4742	0.2090	0.2305	0.2202	0.3514	0.9145	0.8536	0.9336	0.9252	0.9310	0.8877	0.456536	0.500313	0.475556	0.471517	0.469003	0.464108	250
621000	1.7592	0.2742	0.4740	0.2089	0.2305	0.2205	0.3511	0.9144	0.8537	0.9336	0.9252	0.9309	0.8878	0.456444	0.500447	0.475521	0.471500	0.469048	0.464135	296
622000	1.7592	0.2744	0.4739	0.2089	0.2306	0.2207	0.3508	0.9143	0.8537	0.9336	0.9252	0.9309	0.8879	0.456349	0.500568	0.475469	0.471497	0.469079	0.464157	284
623000	1.7592	0.2746	0.4739	0.2088	0.2306	0.2208	0.3506	0.9142	0.8537	0.9336	0.9252	0.9308	0.8879	0.456251	0.500690	0.475418	0.471502	0.469113	0.464181	284
624000	1.7592	0.2748	0.4738	0.2086	0.2306	0.2209	0.3504	0.9142	0.8538	0.9337	0.9252	0.9308	0.8880	0.456155	0.500821	0.475379	0.471504	0.469152	0.464209	285
625000	1.7591	0.2750	0.4738	0.2086	0.2306	0.2209	0.3503	0.9141	0.8538	0.9337	0.9252	0.9308	0.8880	0.456052	0.500946	0.475354	0.471502	0.469189	0.464235	303
626000	1.7592	0.2752	0.4737	0.2085	0.2307	0.2210	0.3502	0.9140	0.8538	0.9337	0.9252	0.9308	0.8881	0.455948	0.501022	0.475314	0.471496	0.469214	0.464231	298
627000	1.7591	0.2754	0.4735	0.2084	0.2308	0.2210	0.3501	0.9139	0.8539	0.9338	0.9252	0.9308	0.8881	0.455841	0.501085	0.475281	0.471498	0.469236	0.464225	276
628000	1.7591	0.2756	0.4733	0.2083	0.2309	0.2211	0.3500	0.9139	0.8540	0.9338	0.9252	0.9308	0.8881	0.455743	0.501159	0.475258	0.471501	0.469273	0.464236	261
629000	1.7590	0.2758	0.4731	0.2082	0.2310	0.2212	0.3499	0.9138	0.8541	0.9339	0.9252	0.9308	0.8881	0.455654	0.501224	0.475232	0.471506	0.469306	0.464239	275
630000	1.7590	0.2760	0.4729	0.2080	0.2310	0.2212	0.3498	0.9137	0.8541	0.9339	0.9252	0.9308	0.8882	0.455555	0.501287	0.475218	0.471505	0.469346	0.464246	283
631000	1.7590	0.2762	0.4730	0.2079	0.2311	0.2212	0.3496	0.9136	0.8540	0.9340	0.9252	0.9308	0.8882	0.455492	0.501335	0.475198	0.471491	0.469393	0.464265	312
632000	1.7590	0.2765	0.4731	0.2078	0.2310	0.2211	0.3495	0.9136	0.8540	0.9340	0.9252	0.9309	0.8882	0.455432	0.501379	0.475166	0.471475	0.469441	0.464290	280
633000	1.7590	0.2766	0.4732	0.2078	0.2309	0.2211	0.3494	0.9135	0.8540	0.9340	0.9253	0.9309	0.8883	0.455370	0.501416	0.475145	0.471455	0.469478	0.464311	265
634000	1.7591	0.2768	0.4734	0.2078	0.2309	0.2211	0.3493	0.9135	0.8540	0.9340	0.9253	0.9309	0.8883	0.455311	0.501458	0.475123	0.471447	0.469518	0.464339	277
635000	1.7592	0.2769	0.4736	0.2077	0.2308	0.2211	0.3491	0.9134	0.8539	0.9341	0.9253	0.9309	0.8883	0.455249	0.501496	0.475101	0.471433	0.469549	0.464362	305
636000	1.7592	0.2770	0.4738	0.2076	0.2307	0.2211	0.3490	0.9134	0.8538	0.9341	0.9253	0.9308	0.8884	0.455195	0.501566	0.475096	0.471424	0.469586	0.464373	306
637000	1.7592	0.2771	0.4740	0.2076	0.2306	0.2211	0.3488	0.9133	0.8538	0.9341	0.9254	0.9309	0.8885	0.455131	0.501620	0.475089	0.471405	0.469608	0.464372	298
638000	1.7592	0.2772	0.4743	0.2076	0.2305	0.2210	0.3486	0.9133	0.8537	0.9341	0.9254	0.9309	0.8885	0.455071	0.501674	0.475074	0.471391	0.469633	0.464372	285
639000	1.7593	0.2773	0.4745	0.2076	0.2304	0.2210	0.3485	0.9133	0.8536	0.9341	0.9255	0.9309	0.8886	0.455009	0.501729	0.475062	0.471377	0.469658	0.464373	325
640000	1.7593	0.2775	0.4747	0.2076	0.2303	0.2210	0.3483	0.9132	0.8536	0.9341	0.9255	0.9309	0.8886	0.454964	0.501792	0.475059	0.471371	0.469687	0.464382	302
641000	1.7593	0.2778	0.4749	0.2075	0.2302	0.2210	0.3480	0.9131	0.8536	0.9342	0.9255	0.9309	0.8887	0.454956	0.501923	0.475062	0.471388	0.469744	0.464391	323
642000	1.7593	0.2780	0.4751	0.2074	0.2301	0.2209	0.3479	0.9131	0.8535	0.9342	0.9255	0.9309	0.8887	0.454942	0.502041	0.475064	0.471393	0.469784	0.464391	280
643000	1.7593	0.2782	0.4752	0.2073	0.2301	0.2208	0.3477	0.9130	0.8535	0.9342	0.9255	0.9309	0.8888	0.454924	0.502151	0.475061	0.471393	0.469824	0.464387	280
644000	1.7593	0.2784	0.4753	0.2071	0.2300	0.2208	0.3476	0.9129	0.8534	0.9343	0.9256	0.9309	0.8888	0.454903	0.502257	0.475063	0.471395	0.469862	0.464384	287
645000	1.7594	0.2787	0.4755	0.2071	0.2300	0.2207	0.3475	0.9128	0.8534	0.9343	0.9256	0.9309	0.8888	0.454892	0.502372	0.475076	0.471403	0.469909	0.464391	282
646000	1.7595	0.2789	0.4757	0.2070	0.2299	0.2206	0.3474	0.9128	0.8534	0.9343	0.9256	0.9309	0.8889	0.454886	0.502512	0.475102	0.471402	0.469903	0.464409	291
647000	1.7595	0.2791	0.4759	0.2069	0.2299	0.2206	0.3472	0.9128	0.8533	0.9344	0.9256	0.9309	0.8889	0.454877	0.502645	0.475127	0.471395	0.469892	0.464422	328
648000	1.7595	0.2792	0.4762	0.2068	0.2298	0.2204	0.3471	0.9127	0.8532	0.9344	0.9256	0.9310	0.8889	0.454864	0.502776	0.475150	0.471392	0.469877	0.464434	350
649000	1.7595	0.2793	0.4766	0.2067	0.2297	0.2204	0.3470	0.9127	0.8531	0.9344	0.9257	0.9310	0.8890	0.454855	0.502906	0.475178	0.471414	0.469862	0.464450	351
650000	1.7595	0.2793	0.4770	0.2066	0.2297	0.2203	0.3468	0.9127	0.8529	0.9345	0.9257	0.9310	0.8890	0.454842	0.503024	0.475196	0.471402	0.469843	0.464461	400
651000	1.7596	0.2793	0.4774	0.2065	0.2296	0.2202	0.3467	0.9127	0.8528	0.9345	0.9257	0.9311	0.8891	0.454834	0.503126	0.475199	0.471404	0.469860	0.464469	360
652000	1.7596	0.2794	0.4776	0.2066	0.2295	0.2201	0.3464	0.9127	0.8528	0.9344	0.9257	0.9311	0.8892	0.454837	0.503218	0.475202	0.471402	0.469901	0.464482	323
653000	1.7595	0.2798	0.4776	0.2065	0.2294	0.2201	0.3461	0.9127	0.8528	0.9344	0.9257	0.9311	0.8893	0.454845	0.503307	0.475202	0.471398	0.469906	0.464492	306
654000	1.7595	0.2799	0.4778	0.2066	0.2293	0.2200	0.3459	0.9127	0.8528	0.9344	0.9258	0.9311	0.8893	0.454843	0.503395	0.475206	0.471395	0.469898	0.464503	321
655000	1.7594	0.2799	0.4780	0.2066	0.2292	0.2200	0.3458	0.9127	0.8527	0.9344	0.9258	0.9311	0.8894	0.454838	0.503478	0.475213	0.471395	0.469894	0.464513	309
656000	1.7594	0.2799	0.4783	0.2065	0.2291	0.2199	0.3456	0.9128	0.8526	0.9344	0.9258	0.9312	0.8894	0.454837	0.503581	0.475231	0.471409	0.469896	0.464526	376
657000	1.7594	0.2798	0.4786	0.2065	0.2291	0.2198	0.3456	0.9128	0.8524	0.9345	0.9258	0.9312	0.8894	0.454828	0.503669	0.475252	0.471425	0.469893	0.464522	360
658000	1.7594	0.2796	0.4791	0.2064	0.2290	0.2198	0.3455	0.9129	0.8523	0.9345	0.9259	0.9312	0.8894	0.454820	0.503758	0.475263	0.471425	0.469876	0.464517	370
659000	1.7594	0.2795	0.4793	0.2063	0.2289	0.2198	0.3455	0.9129	0.8523	0.9345	0.9259	0.9312	0.8894	0.454807	0.503839	0.475278	0.471421	0.469853	0.464525	322
660000	1.7595	0.2794	0.4796	0.2062	0.2289	0.2197	0.3456	0.9129	0.8522	0.9346	0.9259	0.9312	0.8894	0.454795	0.503925	0.475298	0.471417	0.469828	0.464550	329
661000	1.7594	0.2793	0.4798	0.2061	0.2288	0.2197	0.3457	0.9130	0.8522	0.9346	0.9259	0.9312	0.8894	0.454798	0.504019	0.475324	0.471444	0.469809	0.464546	299
662000	1.7593	0.2793	0.4799	0.2060	0.2288	0.2196	0.3458	0.9130	0.8521	0.9347	0.9259	0.9313	0.8894	0.454802	0.504098	0.475337	0.471461	0.469784	0.464550	316
663000	1.7592	0.2792	0.4801	0.2060	0.2287	0.2195	0.3458	0.9131	0.8520	0.9347	0.9260	0.9313	0.8894	0.454802	0.504170	0.475339	0.471471	0.469750	0.464554	363
664000	1.7592	0.2791	0.4803	0.2059	0.2286	0.2194	0.3460	0.9131	0.8519	0.9347	0.9260	0.9313	0.8894	0.454806	0.504255	0.475349	0.471517	0.469721	0.464581	362
665000	1.7592	0.2790	0.4806	0.2058	0.2286	0.2192	0.3460	0.9132	0.8519	0.9347	0.9260	0.9314	0.8893	0.454808	0.504331	0.475351	0.471549	0.469687	0.464596	360
